date,vehicle_category,vehicle_class,manufacturer,state,rto,registrations,quarter,year
2023-06-01,4W,SUV,Kia,Tamil Nadu,TA84,3179,2023-Q2,2023
2023-06-01,4W,COMMERCIAL VEHICLE,Kia,Karnataka,KA65,3862,2023-Q2,2023
2023-06-01,4W,MOTOR CAR,Kia,Gujarat,GU20,7494,2023-Q2,2023
2023-06-01,4W,COMMERCIAL VEHICLE,Kia,Uttar Pradesh,UT12,4497,2023-Q2,2023
2023-07-01,2W,SCOOTER,Hero MotoCorp,Maharashtra,MA36,10373,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Hero MotoCorp,Tamil Nadu,TA80,28016,2023-Q3,2023
2023-07-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA65,20820,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Hero MotoCorp,Gujarat,GU81,30431,2023-Q3,2023
2023-07-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT03,34903,2023-Q3,2023
2023-07-01,2W,MOPED,Honda,Maharashtra,MA42,21026,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Honda,Tamil Nadu,TA56,16372,2023-Q3,2023
2023-07-01,2W,MOPED,Honda,Karnataka,KA71,12927,2023-Q3,2023
2023-07-01,2W,SCOOTER,Honda,Gujarat,GU49,8606,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT68,28667,2023-Q3,2023
2023-07-01,2W,SCOOTER,TVS,Maharashtra,MA43,27675,2023-Q3,2023
2023-07-01,2W,SCOOTER,TVS,Tamil Nadu,TA07,9666,2023-Q3,2023
2023-07-01,2W,MOPED,TVS,Karnataka,KA83,12177,2023-Q3,2023
2023-07-01,2W,SCOOTER,TVS,Gujarat,GU86,22203,2023-Q3,2023
2023-07-01,2W,SCOOTER,TVS,Uttar Pradesh,UT20,26300,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Bajaj,Maharashtra,MA04,19510,2023-Q3,2023
2023-07-01,2W,SCOOTER,Bajaj,Tamil Nadu,TA48,20692,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Bajaj,Karnataka,KA10,10958,2023-Q3,2023
2023-07-01,2W,MOPED,Bajaj,Gujarat,GU57,6793,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT87,15738,2023-Q3,2023
2023-07-01,2W,MOPED,Yamaha,Maharashtra,MA06,16955,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Yamaha,Tamil Nadu,TA51,16658,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Yamaha,Karnataka,KA62,9942,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU79,23510,2023-Q3,2023
2023-07-01,2W,SCOOTER,Yamaha,Uttar Pradesh,UT80,17484,2023-Q3,2023
2023-07-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA42,13463,2023-Q3,2023
2023-07-01,2W,SCOOTER,Royal Enfield,Tamil Nadu,TA39,10280,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Royal Enfield,Karnataka,KA20,10218,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Royal Enfield,Gujarat,GU98,25837,2023-Q3,2023
2023-07-01,2W,MOTORCYCLE,Royal Enfield,Uttar Pradesh,UT77,23324,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Bajaj Auto,Maharashtra,MA23,2101,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Bajaj Auto,Tamil Nadu,TA14,1586,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Bajaj Auto,Karnataka,KA64,3228,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Bajaj Auto,Gujarat,GU77,3515,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Bajaj Auto,Uttar Pradesh,UT02,3824,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA09,4786,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,Mahindra,Tamil Nadu,TA70,2024,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Mahindra,Karnataka,KA72,1200,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,Mahindra,Gujarat,GU46,3430,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Mahindra,Uttar Pradesh,UT43,3186,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA74,3549,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,TVS,Tamil Nadu,TA31,2740,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA17,3481,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,TVS,Gujarat,GU75,2014,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,TVS,Uttar Pradesh,UT89,2127,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA47,3394,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Piaggio,Tamil Nadu,TA35,1777,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA98,2165,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,Piaggio,Gujarat,GU96,1845,2023-Q3,2023
2023-07-01,3W,AUTO RICKSHAW,Piaggio,Uttar Pradesh,UT74,3334,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Force Motors,Maharashtra,MA75,2653,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Force Motors,Tamil Nadu,TA66,1428,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Force Motors,Karnataka,KA14,4090,2023-Q3,2023
2023-07-01,3W,3W GOODS VEHICLE,Force Motors,Gujarat,GU30,2643,2023-Q3,2023
2023-07-01,3W,E-RICKSHAW,Force Motors,Uttar Pradesh,UT03,1207,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Maruti Suzuki,Maharashtra,MA14,12189,2023-Q3,2023
2023-07-01,4W,BUS,Maruti Suzuki,Tamil Nadu,TA11,14743,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Karnataka,KA52,5542,2023-Q3,2023
2023-07-01,4W,BUS,Maruti Suzuki,Gujarat,GU91,15844,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT77,15718,2023-Q3,2023
2023-07-01,4W,SUV,Hyundai,Maharashtra,MA77,3808,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Hyundai,Tamil Nadu,TA58,12925,2023-Q3,2023
2023-07-01,4W,SUV,Hyundai,Karnataka,KA77,7785,2023-Q3,2023
2023-07-01,4W,BUS,Hyundai,Gujarat,GU84,9932,2023-Q3,2023
2023-07-01,4W,SUV,Hyundai,Uttar Pradesh,UT62,12365,2023-Q3,2023
2023-07-01,4W,SUV,Tata Motors,Maharashtra,MA81,6096,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA12,5067,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Tata Motors,Karnataka,KA49,6411,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU82,6338,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT45,6088,2023-Q3,2023
2023-07-01,4W,SUV,Mahindra,Maharashtra,MA46,6251,2023-Q3,2023
2023-07-01,4W,BUS,Mahindra,Tamil Nadu,TA75,9639,2023-Q3,2023
2023-07-01,4W,BUS,Mahindra,Karnataka,KA57,3944,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Mahindra,Gujarat,GU46,14039,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Mahindra,Uttar Pradesh,UT61,11599,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Honda Cars,Maharashtra,MA61,3021,2023-Q3,2023
2023-07-01,4W,BUS,Honda Cars,Tamil Nadu,TA82,8757,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA65,13253,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU83,14491,2023-Q3,2023
2023-07-01,4W,COMMERCIAL VEHICLE,Honda Cars,Uttar Pradesh,UT76,5792,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Toyota,Maharashtra,MA39,4149,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Toyota,Tamil Nadu,TA13,7740,2023-Q3,2023
2023-07-01,4W,SUV,Toyota,Karnataka,KA65,15429,2023-Q3,2023
2023-07-01,4W,BUS,Toyota,Gujarat,GU55,8033,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Toyota,Uttar Pradesh,UT24,15866,2023-Q3,2023
2023-07-01,4W,BUS,Kia,Maharashtra,MA20,9008,2023-Q3,2023
2023-07-01,4W,SUV,Kia,Tamil Nadu,TA18,13680,2023-Q3,2023
2023-07-01,4W,BUS,Kia,Karnataka,KA25,11582,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Kia,Gujarat,GU50,11134,2023-Q3,2023
2023-07-01,4W,MOTOR CAR,Kia,Uttar Pradesh,UT14,14596,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Hero MotoCorp,Maharashtra,MA05,27849,2023-Q3,2023
2023-08-01,2W,SCOOTER,Hero MotoCorp,Tamil Nadu,TA50,24674,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Hero MotoCorp,Karnataka,KA90,19940,2023-Q3,2023
2023-08-01,2W,SCOOTER,Hero MotoCorp,Gujarat,GU93,13317,2023-Q3,2023
2023-08-01,2W,SCOOTER,Hero MotoCorp,Uttar Pradesh,UT02,26254,2023-Q3,2023
2023-08-01,2W,MOPED,Honda,Maharashtra,MA68,10716,2023-Q3,2023
2023-08-01,2W,MOPED,Honda,Tamil Nadu,TA96,11172,2023-Q3,2023
2023-08-01,2W,MOPED,Honda,Karnataka,KA13,10538,2023-Q3,2023
2023-08-01,2W,MOPED,Honda,Gujarat,GU59,8187,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT17,23801,2023-Q3,2023
2023-08-01,2W,SCOOTER,TVS,Maharashtra,MA93,27170,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,TVS,Tamil Nadu,TA78,20628,2023-Q3,2023
2023-08-01,2W,MOPED,TVS,Karnataka,KA31,14869,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,TVS,Gujarat,GU39,20373,2023-Q3,2023
2023-08-01,2W,SCOOTER,TVS,Uttar Pradesh,UT43,19357,2023-Q3,2023
2023-08-01,2W,MOPED,Bajaj,Maharashtra,MA09,13360,2023-Q3,2023
2023-08-01,2W,MOPED,Bajaj,Tamil Nadu,TA61,24563,2023-Q3,2023
2023-08-01,2W,SCOOTER,Bajaj,Karnataka,KA90,13323,2023-Q3,2023
2023-08-01,2W,SCOOTER,Bajaj,Gujarat,GU82,7989,2023-Q3,2023
2023-08-01,2W,MOPED,Bajaj,Uttar Pradesh,UT32,19912,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Yamaha,Maharashtra,MA31,18078,2023-Q3,2023
2023-08-01,2W,MOPED,Yamaha,Tamil Nadu,TA97,17072,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Yamaha,Karnataka,KA35,20386,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU32,26197,2023-Q3,2023
2023-08-01,2W,SCOOTER,Yamaha,Uttar Pradesh,UT98,16972,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Royal Enfield,Maharashtra,MA84,12839,2023-Q3,2023
2023-08-01,2W,MOPED,Royal Enfield,Tamil Nadu,TA51,8660,2023-Q3,2023
2023-08-01,2W,MOPED,Royal Enfield,Karnataka,KA70,15020,2023-Q3,2023
2023-08-01,2W,MOTORCYCLE,Royal Enfield,Gujarat,GU43,8325,2023-Q3,2023
2023-08-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT83,22534,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Bajaj Auto,Maharashtra,MA29,2612,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Bajaj Auto,Tamil Nadu,TA93,2521,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Bajaj Auto,Karnataka,KA02,4721,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Bajaj Auto,Gujarat,GU27,4359,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Bajaj Auto,Uttar Pradesh,UT03,2709,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA08,2787,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Mahindra,Tamil Nadu,TA10,2177,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Mahindra,Karnataka,KA05,3059,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Mahindra,Gujarat,GU88,3500,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Mahindra,Uttar Pradesh,UT38,3234,2023-Q3,2023
2023-08-01,3W,AUTO RICKSHAW,TVS,Maharashtra,MA17,3445,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,TVS,Tamil Nadu,TA13,1182,2023-Q3,2023
2023-08-01,3W,AUTO RICKSHAW,TVS,Karnataka,KA73,3171,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,TVS,Gujarat,GU80,2826,2023-Q3,2023
2023-08-01,3W,AUTO RICKSHAW,TVS,Uttar Pradesh,UT59,2739,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Piaggio,Maharashtra,MA55,2636,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA64,1286,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Piaggio,Karnataka,KA94,1443,2023-Q3,2023
2023-08-01,3W,AUTO RICKSHAW,Piaggio,Gujarat,GU04,3864,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Piaggio,Uttar Pradesh,UT11,2915,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Force Motors,Maharashtra,MA90,868,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Force Motors,Tamil Nadu,TA01,810,2023-Q3,2023
2023-08-01,3W,E-RICKSHAW,Force Motors,Karnataka,KA86,3586,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Force Motors,Gujarat,GU47,2961,2023-Q3,2023
2023-08-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT64,1371,2023-Q3,2023
2023-08-01,4W,SUV,Maruti Suzuki,Maharashtra,MA21,6132,2023-Q3,2023
2023-08-01,4W,SUV,Maruti Suzuki,Tamil Nadu,TA25,5278,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Maruti Suzuki,Karnataka,KA41,22058,2023-Q3,2023
2023-08-01,4W,BUS,Maruti Suzuki,Gujarat,GU65,12521,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Maruti Suzuki,Uttar Pradesh,UT65,6128,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Hyundai,Maharashtra,MA49,4657,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Hyundai,Tamil Nadu,TA56,8915,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Hyundai,Karnataka,KA49,5195,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Hyundai,Gujarat,GU57,7547,2023-Q3,2023
2023-08-01,4W,SUV,Hyundai,Uttar Pradesh,UT15,13549,2023-Q3,2023
2023-08-01,4W,SUV,Tata Motors,Maharashtra,MA24,10988,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA88,13787,2023-Q3,2023
2023-08-01,4W,SUV,Tata Motors,Karnataka,KA89,9836,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU91,12282,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT53,11697,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Mahindra,Maharashtra,MA52,8287,2023-Q3,2023
2023-08-01,4W,SUV,Mahindra,Tamil Nadu,TA17,8143,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Mahindra,Karnataka,KA27,4869,2023-Q3,2023
2023-08-01,4W,BUS,Mahindra,Gujarat,GU85,13618,2023-Q3,2023
2023-08-01,4W,SUV,Mahindra,Uttar Pradesh,UT22,7597,2023-Q3,2023
2023-08-01,4W,BUS,Honda Cars,Maharashtra,MA43,8411,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Honda Cars,Tamil Nadu,TA09,11759,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA02,3798,2023-Q3,2023
2023-08-01,4W,SUV,Honda Cars,Gujarat,GU77,2441,2023-Q3,2023
2023-08-01,4W,SUV,Honda Cars,Uttar Pradesh,UT13,4887,2023-Q3,2023
2023-08-01,4W,SUV,Toyota,Maharashtra,MA86,4377,2023-Q3,2023
2023-08-01,4W,COMMERCIAL VEHICLE,Toyota,Tamil Nadu,TA33,13744,2023-Q3,2023
2023-08-01,4W,BUS,Toyota,Karnataka,KA31,3763,2023-Q3,2023
2023-08-01,4W,SUV,Toyota,Gujarat,GU92,4579,2023-Q3,2023
2023-08-01,4W,SUV,Toyota,Uttar Pradesh,UT06,11899,2023-Q3,2023
2023-08-01,4W,BUS,Kia,Maharashtra,MA23,11327,2023-Q3,2023
2023-08-01,4W,BUS,Kia,Tamil Nadu,TA59,11825,2023-Q3,2023
2023-08-01,4W,MOTOR CAR,Kia,Karnataka,KA17,9066,2023-Q3,2023
2023-08-01,4W,BUS,Kia,Gujarat,GU01,11106,2023-Q3,2023
2023-08-01,4W,BUS,Kia,Uttar Pradesh,UT67,2929,2023-Q3,2023
2023-09-01,2W,MOPED,Hero MotoCorp,Maharashtra,MA69,31667,2023-Q3,2023
2023-09-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA53,15459,2023-Q3,2023
2023-09-01,2W,SCOOTER,Hero MotoCorp,Karnataka,KA47,31117,2023-Q3,2023
2023-09-01,2W,MOPED,Hero MotoCorp,Gujarat,GU64,25512,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Hero MotoCorp,Uttar Pradesh,UT03,12184,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Honda,Maharashtra,MA93,18794,2023-Q3,2023
2023-09-01,2W,MOPED,Honda,Tamil Nadu,TA33,21679,2023-Q3,2023
2023-09-01,2W,MOPED,Honda,Karnataka,KA68,26567,2023-Q3,2023
2023-09-01,2W,SCOOTER,Honda,Gujarat,GU38,30246,2023-Q3,2023
2023-09-01,2W,MOPED,Honda,Uttar Pradesh,UT65,19593,2023-Q3,2023
2023-09-01,2W,SCOOTER,TVS,Maharashtra,MA44,24498,2023-Q3,2023
2023-09-01,2W,MOPED,TVS,Tamil Nadu,TA51,14718,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,TVS,Karnataka,KA70,20730,2023-Q3,2023
2023-09-01,2W,SCOOTER,TVS,Gujarat,GU97,15226,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,TVS,Uttar Pradesh,UT95,14254,2023-Q3,2023
2023-09-01,2W,SCOOTER,Bajaj,Maharashtra,MA49,12742,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA97,12941,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Bajaj,Karnataka,KA60,13357,2023-Q3,2023
2023-09-01,2W,SCOOTER,Bajaj,Gujarat,GU60,21772,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT69,25115,2023-Q3,2023
2023-09-01,2W,SCOOTER,Yamaha,Maharashtra,MA69,27613,2023-Q3,2023
2023-09-01,2W,SCOOTER,Yamaha,Tamil Nadu,TA26,15719,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Yamaha,Karnataka,KA33,26132,2023-Q3,2023
2023-09-01,2W,MOPED,Yamaha,Gujarat,GU90,19081,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT73,14611,2023-Q3,2023
2023-09-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA78,11478,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Royal Enfield,Tamil Nadu,TA13,8554,2023-Q3,2023
2023-09-01,2W,MOPED,Royal Enfield,Karnataka,KA89,6903,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Royal Enfield,Gujarat,GU39,15972,2023-Q3,2023
2023-09-01,2W,MOTORCYCLE,Royal Enfield,Uttar Pradesh,UT89,24836,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Bajaj Auto,Maharashtra,MA93,2591,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA84,1759,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,Bajaj Auto,Karnataka,KA95,3805,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Bajaj Auto,Gujarat,GU90,1616,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Bajaj Auto,Uttar Pradesh,UT33,2984,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,Mahindra,Maharashtra,MA38,1157,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Mahindra,Tamil Nadu,TA33,3840,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Mahindra,Karnataka,KA92,3335,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU21,4518,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,Mahindra,Uttar Pradesh,UT45,3883,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,TVS,Maharashtra,MA01,1121,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,TVS,Tamil Nadu,TA49,3568,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,TVS,Karnataka,KA25,3580,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU50,2768,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,TVS,Uttar Pradesh,UT16,2694,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA78,3111,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA22,4840,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Piaggio,Karnataka,KA89,4147,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Piaggio,Gujarat,GU33,2781,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,Piaggio,Uttar Pradesh,UT82,3383,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Force Motors,Maharashtra,MA46,2964,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Force Motors,Tamil Nadu,TA61,2498,2023-Q3,2023
2023-09-01,3W,AUTO RICKSHAW,Force Motors,Karnataka,KA98,2874,2023-Q3,2023
2023-09-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU49,1232,2023-Q3,2023
2023-09-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT86,3856,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Maruti Suzuki,Maharashtra,MA12,7944,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Tamil Nadu,TA07,8066,2023-Q3,2023
2023-09-01,4W,SUV,Maruti Suzuki,Karnataka,KA89,16844,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Maruti Suzuki,Gujarat,GU79,10882,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT82,9279,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Hyundai,Maharashtra,MA29,4257,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Hyundai,Tamil Nadu,TA71,5887,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Hyundai,Karnataka,KA30,5082,2023-Q3,2023
2023-09-01,4W,BUS,Hyundai,Gujarat,GU40,13886,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Hyundai,Uttar Pradesh,UT19,4298,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Tata Motors,Maharashtra,MA90,16452,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA78,6290,2023-Q3,2023
2023-09-01,4W,BUS,Tata Motors,Karnataka,KA83,9490,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU95,9740,2023-Q3,2023
2023-09-01,4W,BUS,Tata Motors,Uttar Pradesh,UT46,4120,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Mahindra,Maharashtra,MA70,6447,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Mahindra,Tamil Nadu,TA50,11095,2023-Q3,2023
2023-09-01,4W,SUV,Mahindra,Karnataka,KA93,8306,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Mahindra,Gujarat,GU55,9746,2023-Q3,2023
2023-09-01,4W,BUS,Mahindra,Uttar Pradesh,UT75,4557,2023-Q3,2023
2023-09-01,4W,SUV,Honda Cars,Maharashtra,MA85,10599,2023-Q3,2023
2023-09-01,4W,SUV,Honda Cars,Tamil Nadu,TA24,12791,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA51,6656,2023-Q3,2023
2023-09-01,4W,BUS,Honda Cars,Gujarat,GU61,5436,2023-Q3,2023
2023-09-01,4W,BUS,Honda Cars,Uttar Pradesh,UT09,8434,2023-Q3,2023
2023-09-01,4W,SUV,Toyota,Maharashtra,MA61,6399,2023-Q3,2023
2023-09-01,4W,SUV,Toyota,Tamil Nadu,TA80,12552,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Toyota,Karnataka,KA57,6025,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Toyota,Gujarat,GU57,3118,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Toyota,Uttar Pradesh,UT22,8693,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Kia,Maharashtra,MA74,4201,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Kia,Tamil Nadu,TA13,15055,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Kia,Karnataka,KA44,7761,2023-Q3,2023
2023-09-01,4W,COMMERCIAL VEHICLE,Kia,Gujarat,GU83,3945,2023-Q3,2023
2023-09-01,4W,MOTOR CAR,Kia,Uttar Pradesh,UT19,3888,2023-Q3,2023
2023-10-01,2W,MOPED,Hero MotoCorp,Maharashtra,MA91,27873,2023-Q4,2023
2023-10-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA97,10774,2023-Q4,2023
2023-10-01,2W,MOTORCYCLE,Hero MotoCorp,Karnataka,KA47,24097,2023-Q4,2023
2023-10-01,2W,SCOOTER,Hero MotoCorp,Gujarat,GU18,30594,2023-Q4,2023
2023-10-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT60,23301,2023-Q4,2023
